Company,EntryDate,ExitDate,HoldingYears,PairingNotes,Entry_DealType,Entry_DealType2,Entry_DealType3,Entry_DealSize,Entry_Sponsor,Exit_DealType,Exit_DealType2,Exit_DealType3,Exit_DealSize,Exit_Sponsor,EntryYear,ExitYear
clowe & cowan of el paso,2012-12-31,2020-12-02,7.920602327173169,SingleEntrySingleExit,buyout/lbo,secondary buyout,,8.8,northstar capital,merger/acquisition,,,,,2012,2020
clp towne,2005-11-22,2015-03-09,9.292265571526352,SingleEntrySingleExit,buyout/lbo,secondary buyout,,80.0,charterhouse equity partners(roger gibson),merger/acquisition,,,125.0,forward air (nas: fwrd)(bruce campbell),2005,2015
club os,2017-12-01,2024-03-13,6.28062970568104,SingleEntrySingleExit,buyout/lbo,add-on,,24.0,"evercommerce (nas: evcm), kensington capital partners, psg(mark hastings)",merger/acquisition,corporate divestiture,,,jonas software(arthur morris),2017,2024
clyde bergemann,2005-05-01,2016-04-15,10.956878850102669,SingleEntrySingleExit,buyout/lbo,secondary buyout,,136.0,"caird capital, deutsche beteiligungs (etr: dban), mml capital partners",merger/acquisition,,,,,2005,2016
cnet media,2020-10-30,2024-09-12,3.868583162217659,SingleEntryMultipleExits,buyout/lbo,add-on,corporate divestiture,500.0,"general atlantic(anton levy), lead edge capital, qed investors(nigel morris), red ventures(ricardo elias), silver lake(gregory mondre)",merger/acquisition,corporate divestiture,,154.25,ziff davis (nas: zd)(vivek shah),2020,2024
cnl hotels & resorts (2 wyndham hotels in billerica),2006-04-28,2012-01-01,5.678302532511978,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,42.5,blackstone (nys: bx),merger/acquisition,,,88.0,,2006,2012
coast wire & plastic tech,2012-10-01,2014-11-21,2.138261464750171,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,,"caledonia investments (lon: cldn)(duncan johnson), nova capital management(tom leader)",merger/acquisition,,,36.0,alpha wire(mike dugar),2012,2014
coastal caverns,2017-05-01,2022-03-29,4.908966461327857,SingleEntrySingleExit,buyout/lbo,add-on,corporate divestiture,,"caliche development partners, energy spectrum capital",merger/acquisition,corporate divestiture,,325.0,energy transfer (nys: et),2017,2022
coastal sunbelt,2015-05-29,2022-02-11,6.707734428473648,MultipleEntriesSingleExit,buyout/lbo,management buyout,secondary buyout,,arlon group(chris allen),merger/acquisition,,,525.0,freshpoint,2015,2022
cobalt group (washington),2001-11-13,2010-08-16,8.75564681724846,SingleEntrySingleExit,buyout/lbo,public to private,,38.47,warburg pincus(joseph schull),merger/acquisition,,,400.0,automatic data processing (nas: adp)(steven anenen),2001,2010
coda energy,2013-06-25,2016-05-11,2.8774811772758384,SingleEntrySingleExit,buyout/lbo,distressed acquisition,,25.0,fortress investment group,merger/acquisition,,,,exergonix(don nissanka),2013,2016
coffee bean international,2004-04-09,2007-04-27,3.047227926078029,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,"crestar partners(william green), prairie capital, svoboda capital partners(jeffrey piper)",merger/acquisition,,,23.6,farmer brothers coffee (nas: farm)(rocky laverty),2004,2007
coining,2007-08-31,2011-05-09,3.6878850102669403,SingleEntrySingleExit,buyout/lbo,management buyout,,,"mfc capital funding, northstar capital, river associates investments",merger/acquisition,,,148.0,ametek (nys: ame)(frank hermance),2007,2011
coinmach service,2000-07-07,2004-11-24,4.383299110198494,MultipleEntriesSingleExit,buyout/lbo,public to private,,187.88,"crescent capital group, gtcr, w capital partners",ipo,,,250.07,,2000,2004
collective audience (pinx: caud),2023-08-01,2023-11-02,0.2546201232032854,SingleEntryMultipleExits,buyout/lbo,,,0.25,ben jen holdings,reverse merger,,,,abri spac i(jeffrey tirman),2023,2023
collins industries,2007-02-01,2010-01-01,2.915811088295688,SingleEntrySingleExit,buyout/lbo,public to private,,110.0,"american industrial partners, bns holding, graycliff partners, steel partners holdings (pinx: splp)",merger/acquisition,,,,rev group (nys: revg)(randall swift),2007,2010
color optics,2011-01-01,2016-07-18,5.544147843942505,SingleEntrySingleExit,buyout/lbo,secondary buyout,add-on,4.78,"apriori capital partners(susan schnabel), arcade marketing, jostens, kohlberg kravis roberts (nys: kkr)(alexander navab)",merger/acquisition,corporate divestiture,,7.0,phoenix color(marc reisch),2011,2016
color spot nurseries,2018-08-17,2018-12-21,0.34496919917864477,MultipleEntriesSingleExit,buyout/lbo,,,74.0,wells fargo (nys: wfc)(deborah cimini),merger/acquisition,,,,altman plants,2018,2018
coloredge,2011-03-22,2020-07-01,9.27857631759069,SingleEntrySingleExit,buyout/lbo,secondary buyout,,14.5,saints capital(kenneth sawyer),merger/acquisition,,,,,2011,2020
colt's manufacturing company,2013-07-15,2021-05-24,7.857631759069131,MultipleEntriesSingleExit,pe growth/expansion,,,9.0,"sciens capital management, zilkha venture partners(daniel standen)",merger/acquisition,,,240.0,colt cz group (pra: czg)(lubomír kovařík),2013,2021
columbia natural resources,2003-08-29,2005-11-14,2.212183436002738,SingleEntrySingleExit,buyout/lbo,add-on,corporate divestiture,330.0,"first reserve, metalmark capital(gregory myers), morgan stanley (nys: ms), quintana capital group, triana energy(henry harmon)",merger/acquisition,corporate divestiture,,2275.0,expand energy (nas: exe)(aubrey mcclendon),2003,2005
columbian chemicals,2009-11-10,2011-06-21,1.6098562628336757,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,,150.0,one equity partners,merger/acquisition,,,875.0,aditya birla management,2009,2011
columbus manufacturing,2012-10-18,2017-11-27,5.108829568788501,SingleEntrySingleExit,buyout/lbo,management buyout,secondary buyout,200.0,"arbor investments(ryan mckenzie), atp private equity partners, babson capital management",merger/acquisition,,,857.4,hormel foods (nys: hrl)(james snee),2012,2017
combinenet,2010-06-09,2013-08-30,3.2251882272416155,SingleEntrySingleExit,buyout/lbo,,,,"advanced technology ventures, alta equity partners, apex venture partners(wayne boulais), ecentury capital partners(marsh marshall), revolution (washington dc)",merger/acquisition,,,42.68,jaggaer,2010,2013
commnet cellular,1997-05-29,2000-01-06,2.6064339493497606,SingleEntrySingleExit,buyout/lbo,public to private,,718.0,blackstone (nys: bx),merger/acquisition,,,764.0,vodafone group (lon: vod)(chris gent),1997,2000
commscope holding company (nas: comm),2011-01-14,2013-10-25,2.7789185489390826,SingleEntrySingleExit,buyout/lbo,public to private,,3900.0,the carlyle group (nas: cg),ipo,,,576.92,,2011,2013
community health systems (franklin) (nys: cyh),1996-07-10,2000-06-09,3.915126625598905,SingleEntrySingleExit,buyout/lbo,public to private,,1630.0,forstmann little & co.(theodore forstmann),ipo,pipe,,243.75,rfe investment partners(michael foster),1996,2000
community medical group,2015-07-02,2018-03-05,2.674880219028063,SingleEntrySingleExit,buyout/lbo,secondary buyout,,155.0,"alpinvest partners, ardian, mosaic health solutions, nautic partners, shumway capital",merger/acquisition,,,149.0,centene (nys: cnc)(michael neidorff),2015,2018
compass minerals (nys: cmp),2001-10-01,2003-12-12,2.195756331279945,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,465.0,apollo asset management (nys: apo),ipo,,,188.5,,2001,2003
compass power generation,2016-11-02,2018-10-26,1.9794661190965093,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,765.0,lotus infrastructure partners(himanshu saxena),merger/acquisition,,,,jera (energy production),2016,2018
compass power generation,2016-11-02,2024-01-09,7.184120465434634,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,765.0,lotus infrastructure partners(himanshu saxena),merger/acquisition,,,,electricity generating (bkk: egco)(thepparat theppitak),2016,2024
compassus,2014-12-23,2019-12-31,5.021218343600274,SingleEntrySingleExit,buyout/lbo,secondary buyout,,300.0,"audax private equity, formation capital, safanad, towerbrook capital partners",merger/acquisition,,,1000.0,"ascension health, towerbrook capital partners",2014,2019
compbenefits,1999-06-18,2007-10-01,8.28747433264887,SingleEntrySingleExit,buyout/lbo,public to private,management buyout,151.73,"gtcr(donald edwards), nms capital partners, ta associates management(roger kafker)",merger/acquisition,,,369.14,humana (nys: hum)(michael mccallister),1999,2007
competitor group,2012-12-03,2017-06-02,4.4955509924709105,SingleEntrySingleExit,buyout/lbo,management buyout,secondary buyout,260.0,"calera capital(david lorsch), la jolla holding co.",merger/acquisition,,,,ironman(andrew messick),2012,2017
comprehensive health services,2018-03-22,2018-08-14,0.39698836413415467,SingleEntrySingleExit,buyout/lbo,,,131.4,dc capital partners(jerry chernock),merger/acquisition,,,,acuity international(james van dusen),2018,2018
compucom,2013-05-14,2017-11-08,4.487337440109514,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,,1100.0,thomas h. lee partners(soren oberg),merger/acquisition,,,940.0,the odp (nas: odp)(gerry smith),2013,2017
compusa,2007-12-07,2008-01-07,0.08487337440109514,SingleEntryMultipleExits,buyout/lbo,,,,"austin ventures, gordon brothers",merger/acquisition,,,18.9,global industrial (nys: gic),2007,2008
compusa,2007-12-07,2013-12-04,5.993155373032169,SingleEntryMultipleExits,buyout/lbo,,,,"austin ventures, gordon brothers",merger/acquisition,corporate divestiture,,,jasali 645 realty,2007,2013
compusa,2007-12-07,2018-10-11,10.844626967830253,SingleEntryMultipleExits,buyout/lbo,,,,"austin ventures, gordon brothers",merger/acquisition,corporate divestiture,,,dealcentral ( media)(yishai grossman),2007,2018
computerized waste systems,2017-02-14,2018-08-07,1.4757015742642026,MultipleEntriesSingleExit,buyout/lbo,management buyout,secondary buyout,,bestige holdings(shawn hassel),merger/acquisition,,,,rubicon ( business/productivity software) (pinx: rbtc),2017,2018
computers & tele-comm,2013-01-11,2013-10-01,0.7200547570157426,SingleEntrySingleExit,buyout/lbo,,,,streamside partners,merger/acquisition,,,0.23,iceweb(rob howe),2013,2013
computex technology solutions,2012-02-13,2020-04-07,8.147843942505133,SingleEntryMultipleExits,buyout/lbo,secondary buyout,,12.0,navigation capital partners(lawrence mock),merger/acquisition,,,65.0,american virtual cloud technologies(darrell mays),2012,2020
computex technology solutions,2012-02-13,2022-03-14,10.080766598220396,SingleEntryMultipleExits,buyout/lbo,secondary buyout,,12.0,navigation capital partners(lawrence mock),merger/acquisition,corporate divestiture,,33.71,calian group (tse: cgy)(kevin ford),2012,2022
comverge,2012-05-16,2017-06-01,5.04312114989733,SingleEntryMultipleExits,buyout/lbo,public to private,,49.0,h.i.g. capital(brian schwartz),merger/acquisition,,,100.01,itron (nas: itri)(mark de vere white),2012,2017
concentra (nys: con),1999-03-22,2010-12-21,11.75085557837098,SingleEntryMultipleExits,buyout/lbo,secondary buyout,public to private,1100.0,"ferrer freeman & company, the goldman sachs group (nys: gs), welsh, carson, anderson & stowe(thomas scully)",merger/acquisition,,,804.7,humana (nys: hum)(michael mccallister),1999,2010
concentra (nys: con),1999-03-22,2015-06-01,16.194387405886378,SingleEntryMultipleExits,buyout/lbo,secondary buyout,public to private,1100.0,"ferrer freeman & company, the goldman sachs group (nys: gs), welsh, carson, anderson & stowe(thomas scully)",merger/acquisition,,,1047.2,"cressey & company, select medical holdings (nys: sem), welsh, carson, anderson & stowe",1999,2015
concentra (nys: con),1999-03-22,2018-01-26,18.850102669404517,SingleEntryMultipleExits,buyout/lbo,secondary buyout,public to private,1100.0,"ferrer freeman & company, the goldman sachs group (nys: gs), welsh, carson, anderson & stowe(thomas scully)",merger/acquisition,,,1489.0,,1999,2018
concentra (nys: con),1999-03-22,2024-07-25,25.34428473648186,SingleEntryMultipleExits,buyout/lbo,secondary buyout,public to private,1100.0,"ferrer freeman & company, the goldman sachs group (nys: gs), welsh, carson, anderson & stowe(thomas scully)",ipo,,,528.75,,1999,2024
concentrix catalyst,2016-10-31,2021-12-27,5.155373032169747,SingleEntrySingleExit,buyout/lbo,secondary buyout,,80.0,the carlyle group (nas: cg)(campbell dyer),merger/acquisition,,,1581.0,concentrix (it services & consulting) (nas: cnxc)(christopher caldwell),2016,2021
concord biosciences,2014-11-14,2018-04-01,3.378507871321013,SingleEntrySingleExit,buyout/lbo,,,,main market partners,merger/acquisition,,,4.31,frontage holdings (hkg: 01521)(song li),2014,2018
concorde career colleges,2006-09-01,2022-12-01,16.249144421629023,SingleEntrySingleExit,buyout/lbo,public to private,,114.5,liberty partners(yvonne marsh),merger/acquisition,,,50.0,universal technical institute (nys: uti)(jerome grant),2006,2022
concurrent real-time,2017-05-15,2021-07-12,4.158795345653662,SingleEntrySingleExit,buyout/lbo,,,35.0,battery ventures(russell fleischer),merger/acquisition,,,166.7,spectris (lon: sxs),2017,2021
conexant systems,2013-06-04,2017-07-25,4.139630390143737,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,distressed acquisition,286.0,soros fund management,merger/acquisition,,,346.2,synaptics (nas: syna)(richard bergman),2013,2017
connecticare,2001-06-01,2005-03-10,3.7727583846680357,SingleEntryMultipleExits,buyout/lbo,recapitalization,,150.0,"cb health ventures, liberty partners, the carlyle group (nas: cg)",merger/acquisition,,,350.0,emblem health,2001,2005
connecticare,2001-06-01,2025-02-01,23.67145790554415,SingleEntryMultipleExits,buyout/lbo,recapitalization,,150.0,"cb health ventures, liberty partners, the carlyle group (nas: cg)",merger/acquisition,corporate divestiture,,350.0,molina healthcare (nys: moh)(joseph zubretsky),2001,2025
connections education,2003-06-01,2004-09-23,1.3141683778234086,MultipleEntriesMultipleExits,buyout/lbo,management buyout,corporate divestiture,280.0,"apollo asset management (nys: apo), north peak capital, sterling partners(garrick rice)",ipo,,,165.0,,2003,2004
connections education,2007-06-14,2011-09-15,4.254620123203286,MultipleEntriesMultipleExits,buyout/lbo,public to private,management buyout,535.0,"citigroup alternative investments, sterling partners(garrick rice)",merger/acquisition,,,400.0,pearson (lon: pson)(deana sigut),2007,2011
connector resources unlimited,2002-12-11,2021-02-01,18.143737166324435,SingleEntrySingleExit,buyout/lbo,management buy-in,corporate divestiture,1.5,crown point partners,merger/acquisition,,,,,2002,2021
connecture,2018-04-26,2019-10-07,1.4483230663928817,SingleEntryMultipleExits,buyout/lbo,public to private,,81.26,francisco partners(ezra perlman),merger/acquisition,,,,n. harris computer(jerry canada),2018,2019
connexity,2011-12-03,2021-09-01,9.74674880219028,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,165.0,stg partners(j.t. treadwell),merger/acquisition,,,800.0,taboola (nas: tbla)(adam singolda),2011,2021
conney safety products,2007-10-01,2012-07-09,4.772073921971253,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,48.0,ci capital partners(thomas ritchie),merger/acquisition,,,,wesco international (nys: wcc),2007,2012
conning,2009-10-13,2015-09-18,5.930184804928132,SingleEntryMultipleExits,buyout/lbo,secondary buyout,public to private,,aquiline (new york)(jeffrey greenberg),merger/acquisition,,,240.0,"cathay financial holdings (tai: 2882)(david sun), cathay life insurance",2009,2015
conning,2009-10-13,2024-04-03,14.472279260780287,SingleEntryMultipleExits,buyout/lbo,secondary buyout,public to private,,aquiline (new york)(jeffrey greenberg),merger/acquisition,corporate divestiture,,647.7,assicurazioni generali (mil: g)(philippe donnet),2009,2024
consona (mtms),2012-08-06,2012-08-07,0.0027378507871321013,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,add-on,,"cdc software (atlanta), rotunda capital partners, vista equity partners(marc teillon)",merger of equals,,,,aptean,2012,2012
constellation brands (california and pacific northwest wine assets),2012-06-06,2020-08-01,8.153319644079398,SingleEntrySingleExit,buyout/lbo,add-on,corporate divestiture,285.66,"cpe capital (australia)(john haddock), vinarchy.",merger/acquisition,corporate divestiture,,,quintessential wines(dennis kreps),2012,2020
constructconnect,2014-10-06,2016-10-31,2.0698151950718686,SingleEntrySingleExit,buyout/lbo,,,,"genstar capital(mark hanson), tpe boulder, warburg pincus",merger/acquisition,,,632.0,roper technologies (nas: rop)(brian jellison),2014,2016
